id_aide,nom,promesse,description_courte,description_longue,programmes_aide,porteurs_aide,porteurs_siren,beneficiaires_aide,types_aides,montant_aide_ou_cout,duree_aide,projets_reference,exemple_projet,thematique_aide,date_ouverture,dates_releve_intermediaire,date_cloture,url_source,contact_question,activation_etape_1,activation_etape_1_liens,activation_etape_2,activation_etape_2_liens,activation_etape_3,activation_etape_3_liens,activation_etape_4,activation_etape_4_liens,activation_etape_5,activation_etape_5_liens,activation_etape_6,activation_etape_6_liens,eligibilite_geographique,eligibilite_geographique_exclusions,eligibilite_sectorielle,eligibilite_sectorielle_naf,eligibilite_sectorielle_exclusions,eligibilite_effectif,eligibilite_effectif_min,eligibilite_effectif_max,eligibilite_existence,eligibilite_existence_min,eligibilite_existence_max,eligibilite_statuts_specifiques,eligibilite_statuts_exclus,eligibilite_autre,date_mise_a_jour_aide
c5e3ff11-a527-426d-be48-938eb7a7c970,B.A.-BA du climat et de la biodiversité,Obtenez les connaissances fondamentales sur le changement climatique et la biodiversité,"Le B.A.-BA du climat et de la biodiversité est une formation permettant à toutes les personnes qui le souhaitent, d’acquérir les connaissances fondamentales sur le changement climatique et la biodiversité. 
Proposée par le Cned - Centre national d'enseignement à distance, il est le fruit d’une collaboration entre experts scientifiques reconnus et experts de la pédagogie numérique.",,,Centre national d'enseignement à distance,197529050,Entreprises privées,Formation,Gratuit,7h,[Sensibilisation des équipes](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/sensibilisation-equipes)|[Formation environnement](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/formation),,écologie > rh|écologie > analyses,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/b-a-ba-du-climat-et-biodiversite,https://climat.cned.fr/contact/,"Avant de démarrer la formation, testez vos connaissances avec 5 questions sur le changement climatique, ses enjeux et les moyens d’agir.",[Testez vos connaissances](https://climat.cned.fr/le-saviez-vous/),"Accédez à la formation gratuite, en ligne, à réaliser en toute autonomie (durée totale estimée : 7h).",[Accéder à la formation](https://climat.cned.fr/formations/),Validez les connaissances que vous aurez acquises à l’issue de chaque chapitre.,,"Pour chaque chapitre de la formation, recevez un badge numérique attestant vos nouveaux acquis.",,,,,,PAYS-99100,,Tous secteurs d’activité;,A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U,,Toutes tailles,,,,,,,,,2025-06-23T07:47:22.080Z
fefa45da-1d11-45fc-8aae-7db021c2b360,Formations du CFDE,Trouvez des formations pour vos collaborateurs sur des thématiques de la transition écologique,"Le Centre de Formation Durable et de l'Environnement (CFDE) propose des f**ormations sur des thématiques réglementaires et techniques dans les grands domaines de la transition écologique et énergétique** : eau, déchets, énergie, air et climat, sites et sols pollués, risques naturels et technologiques, santé environnement.",,,Chambre de Commerce et de l'Industrie,187500020,Entreprises privées,Formation,"Sur devis, selon la formation choisie",Selon la formation choisie,[Formation environnement](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/formation),,écologie > rh,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/formations-du-cfde,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/formations-du-cfde,Découvrez le catalogue de formation en transition écologique et énergétique que propose le CFDE aux entreprises.,[Les formations du CFDE](https://www.cci.fr/ressources/developpement-durable/cfde/nos-formations),"Sollicitez si vous le souhaitez, une prise en charge auprès d'un organisme de financement de votre choix. Cette demande doit être réalisée préalablement à l'inscription.",,"Complétez le bulletin d'inscription sur le site de la CCI pour faire votre demande d'inscription, en précisant votre mode de financement.",,Participez au stage (en présentiel ou à distance),,"A l'issue du stage, recevez une attestation de formation personnalisée.",,,,PAYS-99100,,Tous secteurs d’activité;,A|B|C|D|E|F|H|K|M|O|P|Q,,Moins de 500 salariés,,499,,,,,,,2025-06-23T07:47:22.080Z
4a2a0041-e113-4e70-9fdb-92acc1eb7ee5,Diag Eco-Flux,Bénéficiez d’un état des lieux sur vos flux pour vous aider à faire des économies,"Réduisez rapidement vos coûts tout en améliorant votre performance environnementale grâce au Diag Eco-Flux. Ce diagnostic vous permet d’**identifier et d’exploiter des pistes concrètes d’économies sur vos principaux postes de consommation.** Vous êtes accompagné par un expert référencé par Bpifrance, selon une méthodologie élaborée avec l’ADEME.

- **Analysez vos flux** d’énergie, d’eau, de matières premières et de déchets.

- **Repérez les pertes et les leviers d’action prioritaires.**

- **Définissez un** **plan d’action ciblé**, simple à mettre en œuvre.

- **Lancez vos premières actions** de réduction des pertes.

Les entreprises ayant mené ce diagnostic constatent **en moyenne 45 000 € d’économies par an et par site.**",,,Banque Publique d'Investissement France|ADEME,483790069|385290309,Entreprises privées,étude,3 000 € HT après subvention de 50%,6 à 8 jours de prestation répartis sur 15 à 18 mois,[Plan d’action économies d’énergie](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/plan-action-eco-energie)|[Plan d’action eau](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/plan-action-eau)|[Diagnostic à 360° sur la transition écologique](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/diag-360)|[Maîtrise des besoins de chauffage](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/maitrise-besoins-chauffage),,écologie > dechets|écologie > eau|écologie > energie|écologie > ecoconception,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/diag-eco-flux,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/diag-eco-flux,Contactez un conseiller via le formulaire dédié pour exprimer votre intérêt.,[mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/diag-eco-flux),Un conseiller vous rappelle pour répondre à vos questions et vous guider dans la constitution de votre demande.,,"Définissez ensemble le périmètre du diagnostic, la méthode et le calendrier.",,"Lancez le diagnostic avec l'expert, consultant indépendant agréé et sélectionné par Bpifrance.",,,,,,PAYS-99100,,Tous secteurs d’activité;,A|B|C|D|E|F|G|H|I|O|Q,,Entre 20 et 250 salariés,20,249,Au moins 1 an d’activité,1,,,micro-entrepreneur,,2025-06-23T07:47:22.080Z
137ec8c4-7689-4d28-bf2e-9765102a8c1e,Fresque de la Mobilité,Participez à une Fresque de la mobilité dédiée aux entreprises,"La Fresque de la mobilité est un atelier collaboratif ludique et pédagogique qui sensibilise vos salarié·es et fédère autour d’un projet de transformation.

Cet atelier vous permet de :

- **comprendre les enjeux** de l’hyper-mobilité et ses impacts environnementaux ;
-  **identifier les leviers d’action** pour réduire les émissions liées aux déplacements professionnels et domicile-travail ;
-  **initier une démarche collective de décarbonation** de la mobilité ;
-  **mobiliser vos équipes** grâce à une animation participative favorisant échanges et créativité.

C’est un point de départ efficace pour bâtir une culture d’entreprise alignée avec la transition écologique.",,,Chambre de Commerce et de l'Industrie,187500020,Entreprises privées,étude,Sur devis,1/2 journée,[Plan d'action mobilité](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/plan-mobilite)|[Déplacements en train](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/trajet-ferroviaire-train-metro),,écologie > mobilite,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/fresque-de-la-mobilite,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/fresque-de-la-mobilite,Contactez un conseiller via le formulaire dédié pour exprimer votre intérêt.,[mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/fresque-de-la-mobilite),Un conseiller vous rappelle pour répondre à vos questions et vous guider dans la constitution de votre demande.,,Planifiez l'animation de la Fresque de la mobilité au sein de votre entreprise.,,,,,,,,DEP-77|DEP-39,,Tous secteurs d’activité;,A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U,,Moins de 500 salariés,,499,,,,,,,2025-06-23T07:47:22.080Z
1bb23325-0c89-4b0f-a9a3-c2a4cdcd68ff,Gestion des biodéchets,Valorisez les biodéchets de votre entreprise,"Vous cherchez à mieux gérer vos **biodéchets** et à en faire une ressource ? La CCI Hauts-de-France vous accompagne pour identifier les solutions de réduction et de valorisation adaptées à votre activité. Cet accompagnement vous aide à structurer une démarche concrète et efficace.

- Analysez la **nature, le volume et la fréquence** de vos biodéchets, ainsi que leur localisation.

- Repérez les solutions de **valorisation proches de chez vous** : compostage, méthanisation, etc.

- Référencez vos flux sur une **plateforme géolocalisée** dédiée pour faciliter les synergies locales.

- Bénéficiez d’un **outil d’aide à la décision** pour choisir les solutions techniques, repérer les dispositifs de financement mobilisables, et entrer en contact avec les bons interlocuteurs.","Qu’est-ce qu’un biodéchet ?
L’article L. 541-1-1 du code de l’environnement définit les biodéchets comme : « Les déchets non dangereux biodégradables de jardin ou de parc, les déchets alimentaires ou de cuisine provenant des ménages, des bureaux, des restaurants, du commerce de gros, des cantines, des traiteurs ou des magasins de vente au détail, ainsi que les déchets comparables provenant des usines de transformation de denrées alimentaires. ».

En pratique, les biodéchets à traiter sont :
 - Les déchets verts : tontes de pelouse et fauchage, feuilles mortes, tailles d’arbustes, haies et brindilles ou encore déchets ligneux issus de l’élagage et de l’abattage d’arbres et de haies.
- Les déchets alimentaires : restes de repas ou de préparation de repas ou produits périmés non consommés.",,Chambre de Commerce et de l'Industrie,187500020,Entreprises privées,étude,De 750 à 3 500 € HT,De 1 à 5 jours selon la taille et le secteur d'activité de l'entreprise,[Gestion des biodéchets](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/gestion-biodechets),,écologie > dechets,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/gestion-des-biodechets,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/gestion-des-biodechets,Contactez un conseiller via le formulaire dédié pour exprimer votre intérêt.,[mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/gestion-des-biodechets),Un conseiller vous rappelle pour répondre à vos questions et vous guider dans la constitution de votre demande.,,"Définissez avec l’expert le périmètre du diagnostic, la méthode et le calendrier.",,Lancez le diagnostic avec l'expert proposé par votre CCI.,,,,,,REG-32,,"Entreprises produisant des biodéchets (industries agro-alimentaires, Hotellerie restauration, Grande & moyennes surfaces...);",A|E|G|I,,Toutes tailles,,,,,,,,,2025-06-23T07:47:22.080Z
6166d712-f286-4aa6-b894-ca9c2f6523d1,Formation développement durable,Formez-vous au développement durable de votre entreprise,"Vous souhaitez engager votre entreprise dans une démarche responsable ? Cette formation digitale vous guide pas à pas : 

- **découvrez les enjeux du développement durable et de la RSE,**
- **réalisez un autodiagnostic** pour évaluer vos pratiques, 
- **définissez vos axes d’amélioration et apprenez à les valoriser.**

Cette formation courte permet d'embarquer rapidement vos équipes, clients et fournisseurs dans la mise en place d'une une démarche complète d’entreprise responsable.","Au programme :
1. Mesurez votre impact sur le développement durable
- Les principes du développement durable et de la RSE
- Les enjeux du développement durable dans le monde artisanal
- L’incidence de la réglementation sur votre activité
 
2. Identifiez les acteurs de votre démarche
- Les parties prenantes externes et internes
- Les besoins et les attentes des parties prenantes
 
3. Réalisez votre plan d’action
- La première étape de l’intégration :  l’autodiagnostic
- Les orientations de développement durable et RSE à privilégier
- Les actions à mettre en place pour une démarche éco-responsable
- Les outils de pilotage nécessaires à son intégration
 
4. Valorisez et communiquez votre engagement
- Les labels et marques utiles à la valorisation de vos produits et services
- La valorisation de votre engagement grâce à votre communication",,Chambre des Métiers et de l'Artisanat,187500046,Entreprises privées,Formation,150€ TTC avec possibilité de prise en charge selon votre statut,5h,[Sensibilisation des équipes](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/sensibilisation-equipes)|[Formation environnement](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/formation)|[Stratégie RSE](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/strategie-rse)|[Diagnostic à 360° sur la transition écologique](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/diag-360)|[Sensibilisation aux éco-gestes](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/sensibilisation-eco-gestes),,écologie > analyses,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/formation-artisan-developpement-durable,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/formation-artisan-developpement-durable,Contactez un conseiller via le formulaire dédié pour exprimer votre intérêt.,[mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/formation-artisan-developpement-durable),Un conseiller vous recontacte pour échanger et compléter votre inscription.,,"Une fois inscrit, recevez un lien pour accéder au contenu de la formation.",,Vous disposez de 30 jours pour consulter les modules et suivre le programme pas à pas.,,,,,,PAYS-99100,,Réservée aux artisans;,C|F|G|I,,Toutes tailles,,,,,,Artisan,,,2025-06-23T07:47:22.080Z
8a9a23d9-5b22-4d8c-b234-84ce29af1767,Imprim'vert,Réduisez l’impact de l’impression et obtenez le label Imprim’Vert®,"Vous souhaitez réduire l’impact environnemental de votre imprimerie en faisant des choix stratégiques, écologiques et Made in France ? Le label Imprim’Vert® valorise votre engagement et renforce la confiance de vos clients.

Avec l’accompagnement de la Chambre de Métiers et de l’Artisanat (CMA), vous réalisez un **diagnostic environnemental**, première étape clé pour obtenir le label. Ce diagnostic permet de :\
– **identifier les actions à mener pour répondre aux critères du cahier des charges**,\
– **limiter l’impact de votre activité sur l’environnement** (gestion des déchets dangereux, stockage sécurisé, réduction des produits toxiques…).

Vous pourrez ensuite constituer un dossier conforme aux exigences de la marque.","La marque Imprim'vert® a pour objectif de favoriser la mise en place par les entreprises exerçant les activités d'impression, d'actions concrètes conduisant à une diminution des impacts de l'activité sur l'environnement.
Le cahier des charges Imprim’Vert® est fondé sur cinq critères simples : la bonne gestion des déchets dangereux, la sécurisation de stockage des liquides dangereux, la non utilisation de certains produits CMR, la sensibilisation environnementale des salariés et de la clientèle, et le suivi des consommations énergétiques du site.",,Chambre des Métiers et de l'Artisanat|CCI ou CMA,187500046|187500020|187500046,Entreprises privées,étude,"Sur devis, de 150 € à 450 € HT",1 journée,[Labélisation](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/com-labelisation),,écologie > analyses,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/imprim-vert,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/imprim-vert,Contactez un conseiller via le formulaire dédié pour exprimer votre intérêt.,[mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/imprim-vert),Un conseiller vous rappelle pour répondre à vos questions et vous guider dans la constitution de votre demande.,,Planifiez et réalisez le diagnostic environnemental de votre entreprise avec l’expert CMA.,,"Bénéficiez d'une aide pour constituer le dossier de référencement conforme au cahier des charges Imprim’Vert®,",,Soumettez votre dossier à un comité d’attribution régional pour l'obtention du label Imprim’Vert®.,,,,PAYS-99100,,"Activités d'imprimerie, reproduction et arts graphiques;Codes NAF concernés : De 1712ZZ à 1724ZZ | 5819ZP | 1711ZZ | 1721AZZ | 1721BZ| 1812ZA| 1814ZZ| 1721CZ 1722ZZ|1729ZZ| 1812ZB| 1813ZA|1813ZB| 1813ZC| 1820ZZ",C|R,,Toutes tailles,,,,,,,,- Réservé aux artisans,2025-06-23T07:47:22.080Z
2ac02557-72a1-487f-b198-2bb9ab55bc26,"Investissement ""bioGNV agricole et territorial""","Entreprise exploitante d’une unité de méthanisation, financez votre station de distribution de bioGNV ","Vous avez un projet d'investissement dans les équipements nécessaires à la distribution locale de bioGNV sur vos installations existantes de méthanisation ? l’ADEME vous apporte une aide sur les coûts des infrastructures de compression, d’odorisation et de stockage du bioGNV ainsi que ceux liés aux installations et à l’aménagement.","Cette aide s'adresse aux entreprises exploitantes d’unités de méthanisation équipées d’unité de cogénération ou raccordées au réseau de gaz naturel.Elle a vocation à soutenir un modèle de distribution de bioGNV dit «bioGNV agricole et territorial », caractérisé par une production et une distribution localisées en un même lieu, sans injection préalable du biomethane produit dans le réseau de gaz.

Elle peut couvrir les dépenses suivantes :
• les coûts des infrastructures de compression, d'odorisation et de stockage du bioGNV,
• les coûts de leurs installations, les coûts liés aux travaux d'aménagement (génie civil, travaux électriques, intervention sur la voirie et réseaux divers).",,ADEME,385290309,Entreprises privées,Financement,"Jusqu'à 70% des coûts, dans un maximum de 200 000 €",,,,écologie > dechets|écologie > energie,2023-01-05T23:00:00.000Z,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/investissement-biognv-agricole-et-territorial,https://agirpourlatransition.ademe.fr/form/contact?id_dsp=DSP000414,Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME.,,"Déposez votre demande d'aide : informations administratives, description du projet, détails techniques et financiers, étude de faisabilité, etc. A ce stade, votre investissement ne doit pas avoir été realisé !",,"L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.",,Réalisez vos investissements.,,,,,,REG-93|REG-52|REG-75|REG-11|REG-32|REG-44|REG-24|REG-27|REG-76|REG-94|REG-28,,Entreprises exploitantes d’unités de méthanisation;,A|D|E,,Toutes tailles,,,,,,,,"- L'opération pour laquelle vous sollicitez une aide financière ne doit pas avoir commencé ou ne doit pas avoir donné lieu à des engagements fermes (sous quelque forme que ce soit : marché signé, commande signée, devis accepté…)",2025-06-23T07:47:22.080Z
3a3e52f6-32ea-4e08-8a99-a2204e9bd222,"Investissement ""Boucle d’eau géothermique""",Financez votre installation de boucle d’eau tempérée géothermique,"Vous disposez d’une **étude pour votre projet d’installation** de production de chaleur et de froid à partir d’une **boucle d’eau tempérée géothermique** ? Vous souhaitez **investir pour sa mise en œuvre** ?

L’ADEME peut vous accompagner financièrement dans la **réalisation de votre installation**.","Une boucle d’eau tempérée repose sur un réseau de distribution d’eau basse température (10 à 25 °C) reliant plusieurs bâtiments que l’on souhaite chauffer voire rafraîchir ensemble. Chacun de ces bâtiments est raccordé à la boucle au travers d’une sous-station, dans laquelle est installée une pompe à chaleur qui assure les besoins de chauffage, d’eau chaude sanitaire et/ou de froid nécessaires aux bâtiments. On parle alors de production « décentralisée ». La boucle d’eau tempérée peut être alimentée par de multiples sources d’énergies renouvelables et de récupération (géothermie, eaux usées, eau de mer, chaleur fatale…). Une étude préalable de faisabilité est une condition d'éligibilité.",,ADEME,385290309,Entreprises privées,Financement,Aide calculée au cas par cas,,[Réseau de chaleur](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/reseau-chaleur)|[Géothermie](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/geothermie),,écologie > energie,2022-12-31T23:00:00.000Z,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/investissement-boucle-d-eau-geothermique,https://agirpourlatransition.ademe.fr/form/contact?id_dsp=DSP000706,Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME ou en contactant un conseiller.,[Conditions éligibilité et financement](https://agirpourlatransition.ademe.fr/entreprises/sites/default/files/Boucle%20d%27eau%20temp%C3%A9r%C3%A9e%20%C3%A0%20%C3%A9nergie%20g%C3%A9othermique%20-%20Conditions%20d%27%C3%A9ligibilit%C3%A9%20et%20de%20financement%20-%202025.pdf),Créez un compte ADEME pour pouvoir déposer votre dossier.,[Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register),"Déposez votre dossier : informations administratives, description du projet, détails techniques et financiers, etc. À ce stade, votre projet ne doit pas avoir commencé !",[Déposer mon dossier](https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2025/installations-production-chaleur-froid-a-partir-boucle-deau-temperee),"L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.",,Réalisez vos investissements.,,,,PAYS-99100,,Tous secteurs d’activité;,A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U,,Toutes tailles,,,,,,,,"- L'opération pour laquelle vous sollicitez une aide financière ne doit pas avoir commencé ou ne doit pas avoir donné lieu à des engagements fermes (sous quelque forme que ce soit : marché signé, commande signée, devis accepté…)",2025-06-23T07:47:22.081Z
b1b64f1f-97c9-4c9b-b1ad-31f6271cf465,"Investissement ""centre de tri""","Bénéficiez d'un financement pour créer, étendre ou moderniser un centre de tri de déchets","Vous avez un projet de c**réation, extension ou modernisation d’un centre de tri de déchets** ? L'ADEME vous accompagne financièrement dans vos études ou investissements pour servir son objectif de déploiement des infrastructures de tri sur l’ensemble du territoire.","L'ADEME peut accompagner financièrement une aide à la décision (étude) ou une aide à l'investissement. 

Des aides à la décision sont attribuées dans le but d’accompagner les porteurs de projets afin de bien cerner le contexte dans lequel s’inscrit le projet d’une part, et de le dimensionner selon les besoins du territoire.
Les aides sont attribuées pour réaliser :
• une étude de faisabilité préalable à l’investissement dans une installation de tri / valorisation des déchets d’activité économique et des encombrants ou d’une déchèterie pour professionnels;
• une étude territoriale pour les centres de tri emballages ménagers ;
Des modèles de cahier des charges sont disponibles sur le site de d’ADEME.


Les aides à l’investissement concernent : 
• les centres de tri des déchets d’activité économique non dangereux (hors emballages ménagers) 
• les centres de tri emballages ménagers (pour DROM-COM et Corse) 
• les centres de préparation CSR (DROM – COM et Corse uniquement)
• les déchèteries pour professionnels ",,ADEME,385290309,Entreprises privées,Financement,Selon le type de projet,,[Tri sélectif](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/tri-dechets),,écologie > dechets,2022-12-31T23:00:00.000Z,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/investissement-centre-de-tri,https://agirpourlatransition.ademe.fr/form/contact?id_dsp=DSP000711,Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME ou en contactant un conseiller.,[Conditions éligibilité et financement](https://agirpourlatransition.ademe.fr/entreprises/sites/default/files/Investissements%20CDT%20-%20Conditions%20d%27%C3%A9ligibilit%C3%A9%20et%20de%20financement%20-%202025.docx),Créez un compte ADEME pour pouvoir déposer votre dossier.,[Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register),"Déposez votre dossier : informations administratives, description du projet, détails techniques et financiers, etc. À ce stade, votre projet ne doit pas avoir commencé !",[Déposer mon dossier](https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2025/creation-extension-modernisation-dun-centre-tri-dechets-valorisation-matiere?cible=79),"L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.",,Réalisez vos investissements.,,,,REG-93|REG-52|REG-75|REG-06|REG-02|REG-04|REG-11|REG-32|REG-03|REG-01|REG-44|REG-24|REG-53|REG-27|REG-76|REG-94|COM-975|COM-977|REG-28|DEP-978,,Tous secteurs d’activité;,E,,Toutes tailles,,,,,,,,"- L'opération pour laquelle vous sollicitez une aide financière ne doit pas avoir commencé ou ne doit pas avoir donné lieu à des engagements fermes (sous quelque forme que ce soit : marché signé, commande signée, devis accepté…)",2025-06-23T07:47:22.081Z
72da8de2-36b2-440f-a7c7-16963a08df36,"Investissement ""Chaleur bois""",Financez votre installation de production de chaleur à partir de biomasse/bois,Vous disposez d’une **étude de faisabilité pour votre projet d'installation de production de chaleur biomasse/bois** et vous souhaitez investir pour le mettre en œuvre ? Cette aide est destinée à subventionner votre installation.,"Opérations éligibles :
- les installations pour le secteur Collectif / Tertiaire ayant une production minimum de 1 200 MWh/an d'énergie biomasse sortie chaudière ;
- les installations en secteur Industrie (et agricole) ayant une production de 1 200 à 12 000 MWh/an biomasse sortie chaudière.",,ADEME,385290309,Entreprises privées,Financement,Selon projet,,[Chauffage au bois](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/chauffage-bois),,écologie > energie,2022-12-31T23:00:00.000Z,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/investissement-chaleur-bois,https://fondschaleur.ademe.fr/contact/,Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME ou en contactant un conseiller.,[Conditions éligibilité et financement](https://agirpourlatransition.ademe.fr/entreprises/sites/default/files/Conditions%20d%27%C3%A9ligibilit%C3%A9%20et%20de%20financement%20des%20installations%20biomasse%20%C3%A9nergie%20-%202024.pdf),Créez un compte ADEME pour pouvoir déposer votre dossier.,[Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register),"Déposez votre dossier avant le 15 mai 2025 à 15h00 : informations administratives, description du projet, détails techniques et financiers, etc. À ce stade, votre projet ne doit pas avoir commencé !",[Déposer mon dossier](https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2024/realisation-dinstallations-production-chaleur-biomasse-bois?cible=79),"L'ADEME étudie votre demande en fonction de l’étude du projet, de l’approvisionnement biomasse, de la quantité de chaleur produite et de ses performances énergétiques et environnementales.",,"Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.",,Réalisez vos investissements.,,PAYS-99100,,Tous secteurs d’activité;,A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U,,Toutes tailles,,,,,,,,"- Votre projet doit avoir fait l’objet d’une étude de faisabilité préalable ou d’une note d’opportunité suivie d’une note de dimensionnement par le maitre d’œuvre.
- L'opération pour laquelle vous sollicitez une aide financière ne doit pas avoir commencé ou ne doit pas avoir donné lieu à des engagements fermes (sous quelque forme que ce soit : marché signé, commande signée, devis accepté…)",2025-06-23T07:47:22.081Z
8622b92a-283a-4e03-b0d2-0dc9c448df1e,"Investissement ""construction et rénovation hors site""","Développez vos usines, vos ateliers ainsi que vos projets de R&D de construction écologique hors site","Cet appel à projets, destiné aux entreprises de préfabrication ou d’assemblage, vise à soutenir le **développement du mode constructif « Hors Site »** pour la construction neuve et la rénovation sur tout le territoire français.","Cet appel à projets à deux objectifs :
- Le soutien au développement d’usines et d’ateliers de préfabrication ou de lignes de production pouvant permettre des sauts technologiques et s’inscrivant dans un processus de construction hors site.
- Le soutien aux projets de R&D de construction hors site. Ceux-ci pourront s’appuyer sur des démonstrateurs afin de permettre d’assurer la faisabilité de l’innovation en condition réelle.

Dans cet appel à projet, on retiendra la définition suivante de la construction hors site : « Processus de construction ou de rénovation intégrant la conception, la préfabrication, la logistique, le contrôle qualité, la mise en œuvre sur le chantier et la démontabilité en fin de vie, de sous-ensembles de bâtiments produits en dehors du chantier »

Les projets devront intégrer une ou plusieurs thématiques de la construction ou rénovation hors site parmi les sujets liés à la conception, la préfabrication, la logistique, la mise en œuvre, la démontabilité.

Dernière clôture de l'appel à projets : le 15/01/2024.",,ADEME,385290309,Entreprises privées,Financement,Selon la taille de l'entreprise et la zone géographique,,,,écologie > batiment,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/investissement-construction-et-renovation-hors-site,https://agirpourlatransition.ademe.fr/form/contact?id_dsp=DSP000342,Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME ou en contactant un conseiller.,,Créez un compte ADEME pour pouvoir déposer votre dossier.,[Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register),"Déposez votre dossier : informations administratives, description du projet, détails techniques et financiers, etc. À ce stade, votre projet ne doit pas avoir commencé !",[Déposer mon dossier](https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/20230119/developpement-construction-renovation-hors-site-crhos?cible=79),"L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.",,Réalisez vos investissements.,,,,PAYS-99100,,Entreprises de préfabrication ou d'assemblage;,C|F|Q,,Toutes tailles,,,,,,,,"- L'opération pour laquelle vous sollicitez une aide financière ne doit pas avoir commencé ou ne doit pas avoir donné lieu à des engagements fermes (sous quelque forme que ce soit : marché signé, commande signée, devis accepté…)",2025-06-23T07:47:22.081Z
